"city","state","shape"
"Salt Lake City","UT","Changing"
"High Point","NC","Triangle"
"Tucson","AZ","Oval"
"New York City","NY","Triangle"
"Paducah","KY","Cigar"
"Loganville","GA","Other"
"Superior","MT","Formation"
"Superior","WI","Light"
"Gila Bend","AZ","Disk"
"Montrose","CO","Circle"
"Boston","MA","Egg"
"Burlington","WA","Diamond"
"Cut Bank","MT","Light"
"Fergus Falls","MN","Circle"
"Fergus Falls","MN","Triangle"
"Redwood City","CA","Other"
"Romulus","MI","Circle"
"Honolulu","HI","Light"
"Henderson","NV","Sphere"
"Plains","PA","Light"
"San Diego","CA","Circle"
"Danvers","MA","Other"
"Bellevue","WA","Circle"
"Wilson","NC","Circle"
"Gaylord","MN","Triangle"
"Plainfield","IL","Light"
"Lewisville","TX","Other"
"Greenwich","CT","Fireball"
"Beaver (In Outskirts Of)","UT","Teardrop"
"Torrance","CA","Other"
"Grayson","KY","Circle"
"Azle","TX","Light"
"Oakwood","OH","Light"
"Spring Hill","FL","Light"
"Perth Amboy","NJ","Oval"
"Beecher","IL","Disk"
"Sacramento","CA","Fireball"
"Santa Ana","CA","Light"
"San Rafael","CA","Changing"
"Denver","CO","Triangle"
"Weymouth","MA","Light"
"Santa Fe","NM","Circle"
"Tucson","AZ","Disk"
"Rolla","MO","Other"
"Tama","IA","Light"
"Seguin","TX","Oval"
"Lee","NH","Light"
"Wellsboro","PA","Oval"
"Syracuse (Elbridge)","NY","Light"
"Sharon","PA","Circle"
"Christmas Valley","OR","Oval"
"New York City","NY","Sphere"
"Asheville","NC","Disk"
"New Brighton","MN","Rectangle"
"Raleigh","NC","Triangle"
"Madison","WI","Sphere"
"Lockport","IL","Triangle"
"Lisbon","ME","Oval"
"Harpersfield","NY","Teardrop"
"Mesa","AZ","Light"
"Beverly Hills","MI","Cigar"
"Aransas Pass","TX","Light"
"Ashton","ID","Other"
"Tolland","CT","Light"
"Springfield","NJ","Triangle"
"Boonsboro","MD","Oval"
"Longview","TX","Fireball"
"Lincoln","CA","Sphere"
"Woodland Hills","CA","Oval"
"Mobile","AL","Triangle"
"Sherrill","IA","Triangle"
"East Sandwich","MA","Other"
"East Sandwich","MA","Rectangle"
"Milwaukee","WI","Fireball"
"Portsmouth","VA","Light"
"Murray","UT","Light"
"Lenoir","NC","Triangle"
"Alameda","CA","Cigar"
"Holden Beach","NC","Triangle"
"Fond Du Lac","WI","Triangle"
"Fresno","CA","Light"
"Burbank","CA","Fireball"
"Suwanee","GA","Light"
"Palm Springs","CA","Oval"
"Cedar City","UT","Circle"
"Greensburg","PA","Light"
"South Jordan","UT","Circle"
"Moore","OK","Circle"
"Gulf Breeze","FL","Changing"
"Union","ME","Light"
"Jacksonville","FL","Other"
"Fall River Mills","CA","Sphere"
"Oceanside","CA","Fireball"
"Delray Beach","FL","Light"
"Athens","AL","Flash"
"Port Washington","NY","Fireball"
"Lynbrook (Long Island)","NY","Fireball"
"Hoboken","NJ","Oval"
"Kennett Square","PA","Disk"
"Longview","TX","Triangle"
"San Antonio","TX","Disk"
"Seneca","SC","Light"
"Burgettstown","PA","Triangle"
"Wolf Point","MT","Fireball"
"Phoenix","AZ","Other"
"Spokane","WA","Light"
"Ridgway","PA","Disk"
"St. Charles","ID","Other"
"Denver","CO","Flash"
"Marion","OH","Sphere"
"Patterson","CA","Light"
"Bauxite","AR","Triangle"
"New York City","NY","Changing"
"Atlanta","GA","Light"
"Melbourne Beach","FL","Light"
"Bowling Green","KY","Light"
"Las Vegas","NV","Chevron"
"Seattle","WA","Circle"
"Oxnard","CA","Diamond"
"Camarillo (Rural)","CA","Triangle"
"Ventura","CA","Sphere"
"Ely","MN","Cigar"
"Euclid","OH","Cylinder"
"Tampa","FL","Disk"
"Muncie","IN","Changing"
"Raleigh","NC","Light"
"Orland","CA","Light"
"Tempe","AZ","Cylinder"
"Winter Springs","FL","Rectangle"
"Rifle","CO","Circle"
"San Lorenzo","CA","Light"
"Winchester","WI","Light"
"Greeley","CO","Formation"
"Palm Coast","FL","Cross"
"Clinton","MO","Diamond"
"Harrison","OH","Changing"
"Lincoln","NE","Changing"
"Suches","GA","Triangle"
"Holualoa","HI","Changing"
"Edgewood","NM","Circle"
"Dadeville","AL","Circle"
"Oxnard","CA","Circle"
"Lewisville","TX","Changing"
"Warm Springs","NV","Light"
"Watauga","TX","Circle"
"Arlington","TX","Light"
"Port Hueneme","CA","Light"
"Phoenix","AZ","Fireball"
"Tempe","AZ","Sphere"
"Las Vegas","NV","Sphere"
"Dover","DE","Triangle"
"Richmond","VA","Triangle"
"Grove City","PA","Triangle"
"Port Isabel","TX","Disk"
"Seattle","WA","Changing"
"Comer","GA","Light"
"Smyrna","TN","Circle"
"Mammoth Lakes","CA","Light"
"Palm Beach Gardens","FL","Light"
"Cuba","MO","Light"
"South Bend","IN","Triangle"
"Milliken","CO","Light"
"El Paso","TX","Triangle"
"Fredericksburg","VA","Disk"
"Lynnwood","WA","Sphere"
"Bradley Beach","NJ","Circle"
"Vernon","VT","Light"
"Winterport","ME","Fireball"
"Louisville","KY","Light"
"San Jose","CA","Light"
"Palmer","AK","Sphere"
"Euless","TX","Changing"
"Raleigh","NC","Light"
"Mccomb","OH","Triangle"
"Gilman City","MO","Formation"
"Riverside","CA","Cigar"
"Farmington","UT","Light"
"Magnolia","NJ","Sphere"
"Nashville","NC","Oval"
"Littleton","CO","Disk"
"Olympia","WA","Diamond"
"Lakeville","MA","Light"
"Oxford","MI","Fireball"
"Royal Oak","MI","Oval"
"Maple Valley","WA","Triangle"
"Orland","ME","Circle"
"Mount Joy","PA","Other"
"Jackson","TN","Other"
"Tucson","AZ","Light"
"Durham","NC","Light"
"Vacaville","CA","Light"
"Riverside","CA","Changing"
"Belton","SC","Cigar"
"Bark River","MI","Light"
"Paradise Valley","AZ","Circle"
"Bishop","CA","Sphere"
"Lago Vista","TX","Circle"
"Superior","WI","Other"
"Edmonds","WA","Fireball"
"Cumming","GA","Light"
"Germantown","WI","Fireball"
"Olympia","WA","Fireball"
"Virginia Beach","VA","Circle"
"Whitney","TX","Triangle"
"Oceanside","CA","Other"
"Oceanside","CA","Other"
"Lincoln City (North Of)","OR","Light"
"Los Angeles","CA","Triangle"
"Portland","OR","Triangle"
"Chicago (About 50 Miles South Of&#44 I-55 South)","IL","Other"
"Lake Elsinore","CA","Other"
"Mcewen","TN","Light"
"Kingsland","GA","Triangle"
"Lebanon","MO","Cylinder"
"Sheboygan","WI","Diamond"
"Graham","WA","Sphere"
"Kennesaw","GA","Light"
"Torrance","CA","Chevron"
"Dayton","OH","Disk"
"Spokane","WA","Triangle"
"Kansas City","MO","Triangle"
"Paris","KY","Circle"
"Seattle","WA","Circle"
"Nashville","TN","Changing"
"Los Angeles","CA","Disk"
"College Station","TX","Cylinder"
"Jackson","TN","Cylinder"
"Angels Camp","CA","Circle"
"Greensboro","NC","Sphere"
"Palmdale","CA","Circle"
"Clovis","CA","Light"
"Big Lake","TX","Light"
"Tacoma","WA","Triangle"
"Omaha","NE","Oval"
"Las Vegas","NV","Circle"
"San Jose","CA","Changing"
"Inver Grove Heights","MN","Circle"
"Redmond","WA","Triangle"
"Panama City Beach","FL","Light"
"New York City (Manhattan)","NY","Triangle"
"Denver","CO","Oval"
"Richmond","VA","Teardrop"
"Boynton Beach","FL","Light"
"Ellwood City","PA","Triangle"
"Davis","CA","Circle"
"Redondo Beach","CA","Egg"
"Nacogdoches","TX","Light"
"Springdale","AR","Changing"
"Cherry Valley","CA","Light"
"Fort Worth","TX","Oval"
"Valencia","CA","Triangle"
"Moses Lake","WA","Light"
"Fisk","WI","Light"
"Malaga","NJ","Sphere"
"Marysville","WA","Triangle"
"Ames","IA","Light"
"Leesburg","GA","Flash"
"Heidenheimer","TX","Triangle"
"Oakland","CA","Rectangle"
"Weston","FL","Sphere"
"Bend","OR","Disk"
"Alpharetta","GA","Light"
"Berkeley","CA","Circle"
"Fort Atkinson","WI","Light"
"Hometown","IL","Diamond"
"Wilmington","CA","Oval"
"Arcadia","FL","Formation"
"Presidio","TX","Formation"
"Brainerd","MN","Light"
"Santa Monica","CA","Formation"
"Brownfield","TX","Triangle"
"Pocahontas","AR","Teardrop"
"Carrboro","NC","Circle"
"Fort Dodge","IA","Flash"
"Littleton","CO","Circle"
"Gillette","WY","Light"
"Hobart","IN","Circle"
"Honolulu","HI","Other"
"Mission","TX","Triangle"
"Colorado Springs","CO","Other"
"Mcnary","OR","Cross"
"Belgreen","AL","Formation"
"San Diego","CA","Triangle"
"Yorktown","VA","Formation"
"Camden","TN","Sphere"
"Scottsdale","AZ","Fireball"
"Liberty","SC","Triangle"
"Salem","UT","Sphere"
"Queen Creek","AZ","Light"
"Durham","NC","Flash"
"Iron Gate","VA","Light"
"Parma","OH","Fireball"
"Marana","AZ","Sphere"
"Topeka","KS","Disk"
"Tucson","AZ","Circle"
"Logansport","IN","Disk"
"Simi Valley","CA","Formation"
"Chatham","NJ","Disk"
"Indianapolis","IN","Changing"
"Tigard","OR","Triangle"
"Carmel Valley","CA","Rectangle"
"Columbia","MO","Light"
"Houston","TX","Light"
"Visalia","CA","Fireball"
"Paso Robles","CA","Flash"
"Gardner","KS","Egg"
"Kalispell","MT","Light"
"Wray","CO","Circle"
"North Conway","NH","Other"
"Santa Ana","CA","Sphere"
"Encino","CA","Sphere"
"Louisville","KY","Oval"
"Louisville","KY","Disk"
"Louisville","KY","Diamond"
"Ventura","CA","Circle"
"Salt Lake City","UT","Other"
"Nederland","TX","Chevron"
"Oxnard","CA","Disk"
"Encinitas","CA","Diamond"
"Somis","CA","Disk"
"Ellensburg","WA","Oval"
"Wichita","KS","Sphere"
"Wayne","NJ","Cigar"
"Lebanon","IL","Cylinder"
"Grangeville","ID","Disk"
"Ephrata","WA","Triangle"
"Parker","CO","Sphere"
"High Falls","NY","Oval"
"Port Orchard","WA","Circle"
"Dunedin","FL","Cross"
"Ojai","CA","Light"
"Inver Grove Heights","MN","Flash"
"Sumas","WA","Light"
"Wichita","KS","Sphere"
"Waxahachie","TX","Cylinder"
"Santa Ana","CA","Light"
"Woodland Park","CO","Flash"
"Franklin Park","IL","Teardrop"
"Centerville","MA","Triangle"
"Ladd","IL","Fireball"
"Coralville","IA","Oval"
"Round Lake","IL","Oval"
"Phoenix","AZ","Light"
"Dawsonville","GA","Triangle"
"Des Moines","IA","Changing"
"Everett","WA","Light"
"Carrabelle","FL","Other"
"Denton","TX","Circle"
"Morro Bay","CA","Sphere"
"San Antonio","TX","Sphere"
"Johnson City","NY","Light"
"Saltville","VA","Circle"
"Tranquility","NJ","Other"
"New Brighton","PA","Triangle"
"Edwardsburg","MI","Triangle"
"Simi Valley","CA","Light"
"Nashville","TN","Disk"
"East Helena","MT","Changing"
"Lincoln Heights","CA","Disk"
"Nantucket","MA","Cylinder"
"Howard Beach","NY","Circle"
"Raleigh","NC","Fireball"
"San Francisco","CA","Oval"
"Rockford","IL","Triangle"
"Fairless Hills","PA","Fireball"
"Little Chute","WI","Light"
"Orlando","FL","Light"
"Portland","OR","Light"
"Brook Park","OH","Light"
"Galveston","TX","Fireball"
"Concord","NC","Cylinder"
"Wichita","KS","Sphere"
"Summerville","SC","Fireball"
"Americus","KS","Oval"
"Battle Creek","MI","Triangle"
"Lake Zurich","IL","Triangle"
"Northampton","MA","Formation"
"San Antonio","TX","Disk"
"Florissant","CO","Flash"
"Manteno","IL","Fireball"
"Cape Fear","NC","Oval"
"Sutton","WV","Oval"
"Red Bluff","CA","Diamond"
"Chico","CA","Disk"
"Oak View","CA","Changing"
"Oak Creek","WI","Sphere"
"Memphis","TN","Sphere"
"Oak Creek","WI","Sphere"
"Fulton","NY","Circle"
"Florence","AL","Light"
"Omaha","NE","Light"
"Ypsilanti","MI","Diamond"
"Saratoga Springs","NY","Changing"
"Hayward","CA","Changing"
"Sherman","TX","Circle"
"Pittsburg","CO","Disk"
"Sacramento","CA","Triangle"
"Imperial","MO","Circle"
"Lubbock","TX","Triangle"
"Lubbock","TX","Triangle"
"Grapevine","TX","Cigar"
"Goshen","NY","Fireball"
"Peoria","IL","Oval"
"San Antonio","TX","Disk"
"Mettacahonts","NY","Circle"
"Little Rock","AR","Circle"
"Bend","OR","Disk"
"Arcadia (Outskirts Of)","FL","Light"
"Moab","UT","Fireball"
"Austin","TX","Light"
"Spanaway","WA","Other"
"Lyle","WA","Circle"
"Tulsa","OK","Circle"
"Allen Park","MI","Triangle"
"Ashland","KY","Sphere"
"Virginia Beach","VA","Light"
"Tacoma","WA","Light"
"Newburyport","MA","Teardrop"
"Cranbury","NJ","Other"
"Wedgefield","SC","Light"
"South Gate","CA","Fireball"
"Webster City","IA","Triangle"
"Hayward","CA","Light"
"San Diego","CA","Disk"
"Havre","MT","Formation"
"Santa Monica","CA","Disk"
"Seattle","WA","Sphere"
"San Jose","CA","Light"
"Omaha","NE","Oval"
"Hanceville","AL","Oval"
"Toms River","NJ","Circle"
"Ormond Beach","FL","Diamond"
"Orange Beach","AL","Light"
"Pomona","CA","Light"
"Phoenix","AZ","Teardrop"
"Little Falls","MN","Other"
"Orchard Lake","MI","Light"
"Midway","GA","Triangle"
"Otis (Over The Ocean)","OR","Light"
"Warsaw","MO","Triangle"
"Huntersville","NC","Disk"
"Shady Spring","WV","Changing"
"Campbell","CA","Light"
"Moulton","AL","Light"
"Tranquillity","CA","Circle"
"Tuscola","TX","Light"
"Cleveland","OH","Sphere"
"Lynn Haven","FL","Disk"
"Cross Lanes","WV","Oval"
"Round Rock","TX","Circle"
"Allenhurst","GA","Oval"
"Lebanon","IN","Light"
"Port Angeles","WA","Diamond"
"Albany","NY","Egg"
"Cottonwood","CA","Changing"
"Joplin","MO","Triangle"
"Chelsea","MI","Formation"
"Athens","AL","Light"
"Owensboro","KY","Light"
"Oak Lawn","IL","Egg"
"Hayward","CA","Circle"
"Brandon","FL","Formation"
"Simi Valley","CA","Circle"
"Roanoke","VA","Triangle"
"Cincinnati","OH","Triangle"
"Grand Prairie","TX","Sphere"
"Trenton","OH","Triangle"
"Orting","WA","Other"
"Shelton","WA","Light"
"Clarks Summit","PA","Light"
"Algonac","MI","Fireball"
"Los Gatos","CA","Oval"
"Dallas","TX","Disk"
"Brooksville","FL","Light"
"Mt. Pocono","PA","Cross"
"Rolling Meadows","IL","Circle"
"Laporte","IN","Cigar"
"South Kortright","NY","Oval"
"Laporte","IN","Circle"
"Ord","NE","Sphere"
"Monee","IL","Light"
"Pensacola","FL","Oval"
"San Antonio","TX","Circle"
"Olney","IL","Triangle"
"Hazelwood","MO","Other"
"Des Moines","IA","Fireball"
"Oklahoma City","OK","Rectangle"
"Exeter","NE","Light"
"Maricopa","AZ","Sphere"
"Carpentersville","IL","Oval"
"Detroit","MI","Oval"
"Bristow","OK","Sphere"
"Chicago","IL","Circle"
"Gardner","IL","Sphere"
"Watson","LA","Cigar"
"Salt Lake City","UT","Other"
"Ypsilanti","MI","Disk"
"Euless","TX","Cigar"
"Canon City","CO","Chevron"
"Morrisville","VT","Light"
"Bomoseen","VT","Other"
"Cross Lanes","WV","Other"
"Twin Falls","ID","Formation"
"Paramus (Route 4&#44 Eastbound Lane)","NJ","Cigar"
"Pacoima","CA","Other"
"Ada","MN","Cigar"
"Eugene","OR","Light"
"Buffalo","NY","Rectangle"
"San Luis Obispo","CA","Circle"
"Mint Hill","NC","Triangle"
"North Tonawanda","NY","Triangle"
"Asbury Park","NJ","Cigar"
"Glendale","AZ","Disk"
"Wilmington","NC","Formation"
"Colville (15 Miles Ne Of)","WA","Circle"
"Springfield","MI","Fireball"
"Toledo","OH","Triangle"
"Henderson","NV","Other"
"Yuma","AZ","Diamond"
"Murphy","NC","Light"
"University Park","IL","Diamond"
"Oregon City","OR","Rectangle"
"Vernal","UT","Flash"
"Littleton","CO","Other"
"Kent","WA","Triangle"
"Breckenridge","CO","Light"
"Metairie","LA","Formation"
"Crawfordville","FL","Changing"
"Hagarville","AR","Light"
"Langley","WA","Sphere"
"Anchor Point","AK","Disk"
"Puyallup","WA","Light"
"Volcano","HI","Disk"
"Sullivans Island","SC","Light"
"Chandler","AZ","Other"
"Sullivans Island","SC","Disk"
"Austin","TX","Changing"
"Cape Girardeau","MO","Egg"
"Westport","CT","Cigar"
"Denton","TX","Fireball"
"Chandler","AZ","Circle"
"Frankfort","IN","Other"
"North Merrick","NY","Oval"
"Newburgh","IN","Light"
"Narragansett","RI","Circle"
"Longmont","CO","Other"
"Peebles","OH","Sphere"
"Ventura","CA","Chevron"
"Newark","OH","Light"
"Butler","PA","Circle"
"Las Cruces","NM","Circle"
"Savannah","GA","Other"
"Roxbury","MA","Sphere"
"Yakima","WA","Disk"
"Phoenix","AZ","Circle"
"Lisbon","ME","Oval"
"Olympia","WA","Light"
"Milaca","MN","Light"
"Pennellville","NY","Circle"
"South Lebanon","OH","Light"
"Byron","IL","Light"
"Burkesville","KY","Light"
"Sussex","NJ","Light"
"Glendale","AZ","Fireball"
"Holiday Hills","IL","Triangle"
"Honolulu","HI","Sphere"
"Charlestown","RI","Other"
"Westbrook","ME","Oval"
"Cincinnati","OH","Light"
"Bay City","MI","Light"
"Lakeside","CA","Circle"
"San Leandro","CA","Triangle"
"Manor","TX","Light"
"Yakima","WA","Circle"
"Burlington","IA","Light"
"Everett","WA","Oval"
"Blue Springs","MO","Sphere"
"Carrier Mills","IL","Light"
"Narragansett","RI","Circle"
"Flint","MI","Fireball"
"Puyallup","WA","Light"
"Logan","UT","Triangle"
"Wittenberg","WI","Light"
"Palm Desert","CA","Fireball"
"Orlando","FL","Other"
"Eagan","MN","Other"
"Luverne (Near)","AL","Other"
"Sandy Springs","GA","Sphere"
"Spring Hill","FL","Light"
"Palm Bay","FL","Other"
"Madison","WI","Fireball"
"Midlothian","IL","Triangle"
"Santa Barbara","CA","Light"
"Capitol Heights","MD","Formation"
"Rhinebeck","NY","Diamond"
"Morehead","KY","Light"
"Delta","CO","Sphere"
"Rochester","NY","Flash"
"Marshall","IL","Cigar"
"Dekalb","IL","Circle"
"South Fallsburg","NY","Circle"
"Hampstead","NH","Disk"
"Lone Pine","CA","Light"
"Montrose","PA","Oval"
"Clarion","IA","Oval"
"Shalimar","FL","Teardrop"
"Chico","CA","Triangle"
"Austin","TX","Disk"
"Saxton","PA","Formation"
"Madison","WI","Cylinder"
"Poulsbo","WA","Cigar"
"Flagstaff (Near Hwy 180 North Of)","AZ","Oval"
"Dallas","TX","Disk"
"Burr Ridge","IL","Triangle"
"Victor","NY","Disk"
"Cottage Hills","IL","Chevron"
"Phoenix","AZ","Light"
"Apex","NC","Circle"
"Mckinney","TX","Other"
"Albuquerque","NM","Circle"
"Angels Camp","CA","Sphere"
"Clearfield","UT","Light"
"Morrison","CO","Egg"
"Ventura","CA","Light"
"Lake Isabella","CA","Light"
"Kenosha","WI","Light"
"Kernville","CA","Light"
"Payson","AZ","Sphere"
"Omaha (Near)","NE","Cone"
"West Palm Beach","FL","Light"
"Robert","LA","Triangle"
"Oriental","NC","Disk"
"Montgomery","AL","Triangle"
"San Francisco","CA","Changing"
"South Bend","IN","Changing"
"Lisbon","NY","Formation"
"Coral Springs","FL","Circle"
"Napoleonville","LA","Sphere"
"Sacramento","CA","Triangle"
"Hellier","KY","Light"
"Muscatine","IA","Rectangle"
"Murrells Inlet","SC","Disk"
"Vienna","VA","Circle"
"Warrensburg","MO","Triangle"
"Pikeville","KY","Changing"
"Budd Lake","NJ","Teardrop"
"Bergenfield","NJ","Other"
"Chehalis","WA","Rectangle"
"Lakeville","MN","Light"
"North Bergen","NJ","Oval"
"North Mankato","MN","Cigar"
"Newtown Square","PA","Other"
"Sterling Heights","MI","Light"
"Scarborough","ME","Triangle"
"Milwaukee","WI","Circle"
"Minneapolis","MN","Light"
"Grand Forks","ND","Triangle"
"Mesa","AZ","Sphere"
"Magnolia","TX","Sphere"
"Sharon","PA","Light"
"Morongo Valley","CA","Disk"
"Madison","NJ","Disk"
"Anchorage","AK","Disk"
"Goodlettsville","TN","Circle"
"Humble","TX","Other"
"Laredo","TX","Other"
"Rapid City","SD","Triangle"
"Fombell","PA","Light"
"Circleville","OH","Other"
"Las Vegas","NV","Changing"
"Las Vegas","NV","Oval"
"Quakertown","PA","Cigar"
"Los Angeles","CA","Light"
"St. Louis (Creve Couer)","MO","Light"
"La Mesa","CA","Teardrop"
"Albuquerque","NM","Flash"
"Mount Washington","KY","Triangle"
"Fayetteville","NC","Triangle"
"Delafield","WI","Formation"
"Benbrook","TX","Other"
"Tallahassee","FL","Triangle"
"Cincinnati","OH","Sphere"
"Leesburg","VA","Formation"
"Miami","FL","Circle"
"Corning","IA","Cigar"
"Mexico","MO","Other"
"Holly","MI","Light"
"Fletcher","OH","Light"
"Rogers","AR","Circle"
"Dover","DE","Sphere"
"Plainfield","IL","Triangle"
"Folly Beach","SC","Sphere"
"North East","PA","Circle"
"Charlotte","TN","Rectangle"
"Purcell","OK","Disk"
"Borrego Springs","CA","Rectangle"
"Convoy","OH","Sphere"
"El Paso","TX","Sphere"
"Hazelwood","MO","Cross"
"Porter","TX","Fireball"
"Covington","LA","Fireball"
"Hattiesburg","MS","Fireball"
"Tucson","AZ","Light"
"Virginia Beach","VA","Circle"
"Redford","MI","Fireball"
"Butte","MT","Triangle"
"Raleigh","NC","Light"
"Youngsville","NC","Light"
"Springfield","OH","Circle"
"Youngstown","OH","Chevron"
"Rockvale","TN","Oval"
"Quincy (Rural)","IL","Disk"
"Stanwood","WA","Rectangle"
"Lenexa","KS","Other"
"Sacramento","CA","Triangle"
"Rochester Hills","MI","Triangle"
"Rochester Hills","MI","Triangle"
"Pompton Lakes","NJ","Disk"
"Denver (Downtown)","CO","Teardrop"
"Arco","ID","Circle"
"Tustin","CA","Sphere"
"South Pasadena","CA","Chevron"
"Burbank","CA","Disk"
"Littleton","CO","Fireball"
"Jersey City","NJ","Sphere"
"Bates City","MO","Light"
"Hillsboro","OR","Light"
"Albuquerque","NM","Disk"
"Tucson","AZ","Changing"
"Parkersburg","WV","Other"
"Socorro","NM","Other"
"Olympia","WA","Disk"
"White Hall","MD","Light"
"Star Lake","NY","Formation"
"Racine","WI","Teardrop"
"Endicott","NY","Cigar"
"Little Rock","AR","Light"
"Bigelow","AR","Light"
"Ventura","CA","Disk"
"Foothill Ranch","CA","Oval"
"San Jose","CA","Changing"
"San Antonio","TX","Triangle"
"Fort Myers","FL","Cigar"
"Henderson","NV","Other"
"Tucson","AZ","Light"
"Ruther Glen","VA","Cone"
"Fort Wayne","IN","Light"
"Bellingham","WA","Circle"
"Chimacum","WA","Flash"
"Vancouver","WA","Disk"
"Laurie","MO","Disk"
"Scottsdale","AZ","Cigar"
"Olean","NY","Teardrop"
"Maurertown","VA","Circle"
"Daytona Beach","FL","Triangle"
"Seattle","WA","Circle"
"Fargo","ND","Changing"
"Wilmington","NC","Oval"
"Westminster","MD","Fireball"
"Vacaville","CA","Disk"
"West Bridgewater","MA","Other"
"Honolulu","HI","Light"
"Pittsburgh","PA","Disk"
"Lava Hot Springs","ID","Changing"
"Alexandria","VA","Light"
"Murrieta","CA","Disk"
"Daytona Beach","FL","Other"
"Snohomish","WA","Teardrop"
"Evansville","MN","Other"
"Graham","WA","Triangle"
"Port Charlotte","FL","Light"
"Oak Island","NC","Light"
"Venice","LA","Changing"
"Lincoln","CA","Other"
"Miami","FL","Disk"
"Santa Fe","NM","Formation"
"Claremont","CA","Fireball"
"Johnstown","PA","Light"
"Morristown","TN","Triangle"
"Norwalk","CA","Light"
"Arlington","TX","Light"
"Augusta","MT","Light"
"Gamewell","NC","Disk"
"Timnath","CO","Circle"
"Las Vegas","NV","Flash"
"Raleigh","NC","Circle"
"Mason City","IA","Other"
"San Diego","CA","Light"
"New Port Richey","FL","Light"
"Zebulon","GA","Oval"
"Wilmington","NC","Other"
"Pueblo","CO","Fireball"
"Norwalk","CT","Light"
"Cambridge","NY","Circle"
"Mokena","IL","Circle"
"Lake Village","AR","Light"
"Pueblo","CO","Circle"
"Deep Creek (Punta Gorda)","FL","Triangle"
